F1	I1	-0.988813455064699
F2	I2	0.450643675552342
F3	I3	-0.322897954138065
F4	I4	0.773905063170717
F5	I5	-0.557575330239337
F6	I6	-2.24845297060885
F7	I7	0.564497510506992
F8	I8	0.142909937767241
F9	I9	0.0592692087216914
F10	I10	1.28018634579956
F11	I11	2.12500312691851
F12	I12	-0.364773226057879
F13	I13	-0.286347342691536
F14	I14	-0.615494333716864
F15	I15	-0.251574394330643
F16	I16	-0.575294543731225
F17	I17	0.639414686949371
F18	I18	-0.169314073230701
F19	I19	-1.13641722806397
F20	I20	0.180201726613449
F21	I21	1.05162709702615
F22	I22	2.54816442888524
F23	I23	-1.71305820852906
F24	I24	0.634281869495115
F25	I25	-0.130314469894646
F26	I26	0.585563159026536
F27	I27	-1.06222029955429
F28	I28	0.281241090863172
F29	I29	1.46322789764254
F30	I30	-1.2518335389662
F31	I31	-2.19394439591166
F32	I32	1.16091640161934
F33	I33	1.22342565197057
F34	I34	0.329553766004974
F35	I35	-0.00741611509050068
F36	I36	-1.73217817838624
F37	I37	-1.54315071298853
F38	I38	1.16052819606279
F39	I39	-1.91427040308796
F40	I40	0.755222249750685
F41	I41	-0.268502830240404
F42	I42	-0.27512884494278
F43	I43	-0.151640814551679
F44	I44	-1.0651478133675
F45	I45	0.960340362851853
F46	I46	-0.671238394958829
F47	I47	0.164951202056554
F48	I48	1.46925355773202
F49	I49	-0.481005039845587
F50	I50	1.14231024454055
F51	I51	-0.395380906467423
F52	I52	-1.02729741608264
F53	I53	-1.05993013431151
F54	I54	0.376696836390014
F55	I55	-0.148412200507573
F56	I56	-0.198963381036225
F57	I57	0.656820778782295
F58	I58	-1.0137993218058
F59	I59	2.73856127782242
F60	I60	-0.439478285236568
